,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
127,If I Can't Have You,Shawn Mendes,266921,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,12/27/2019,1/3/2020,Canada
128,Dancing With A Stranger (with Normani),Sam Smith,266843,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,12/27/2019,1/3/2020,Canada
129,Pure Water (with Migos),Mustard,264988,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,12/27/2019,1/3/2020,Canada
130,Behind Barz - Bonus,Drake,261897,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR,12/27/2019,1/3/2020,Canada
131,"thank u, next",Ariana Grande,261818,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,12/27/2019,1/3/2020,Canada
132,Shape of You,Ed Sheeran,259801,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,12/27/2019,1/3/2020,Canada
133,Mean It,Lauv,258707,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX,12/27/2019,1/3/2020,Canada
134,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,255139,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,12/27/2019,1/3/2020,Canada
135,Don't Stop Believin',Journey,252162,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,12/27/2019,1/3/2020,Canada
136,Say You Won't Let Go,James Arthur,251828,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,12/27/2019,1/3/2020,Canada
137,Enemies (feat. DaBaby),Post Malone,251254,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,12/27/2019,1/3/2020,Canada
138,Let Me Know (I Wonder Why Freestyle),Juice WRLD,250765,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx,12/27/2019,1/3/2020,Canada
139,Liar,Camila Cabello,248278,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,12/27/2019,1/3/2020,Canada
140,Peta (feat. Meek Mill),Roddy Ricch,246911,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4,12/27/2019,1/3/2020,Canada
141,Juicy,Doja Cat,246644,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp,12/27/2019,1/3/2020,Canada
142,Be Alright,Dean Lewis,245639,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,12/27/2019,1/3/2020,Canada
143,Noticed,Lil Mosey,245144,https://open.spotify.com/track/7zLYKWcXnYeHHWidalz7rj,12/27/2019,1/3/2020,Canada
144,Ransom (with Juice WRLD) - Remix,Lil Tecca,244972,https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp,12/27/2019,1/3/2020,Canada
145,Did It Again,Lil Tecca,244683,https://open.spotify.com/track/4guBZjUyrGoHsTahO3IHdj,12/27/2019,1/3/2020,Canada
146,Girls Like You (feat. Cardi B),Maroon 5,244223,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,12/27/2019,1/3/2020,Canada
147,Bohemian Rhapsody - Remastered 2011,Queen,243219,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,12/27/2019,1/3/2020,Canada
148,bury a friend,Billie Eilish,243207,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,12/27/2019,1/3/2020,Canada
149,Better,Khalid,241746,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,12/27/2019,1/3/2020,Canada
150,ocean eyes,Billie Eilish,241397,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,12/27/2019,1/3/2020,Canada
151,Maniac,Conan Gray,239765,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,12/27/2019,1/3/2020,Canada
152,Look Back at It,A Boogie Wit da Hoodie,237207,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,12/27/2019,1/3/2020,Canada
153,goosebumps,Travis Scott,235918,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,12/27/2019,1/3/2020,Canada
154,Never Seen the Rain,Tones And I,233523,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,12/27/2019,1/3/2020,Canada
155,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,232794,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo,12/27/2019,1/3/2020,Canada
156,Psycho,Red Velvet,232551,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,12/27/2019,1/3/2020,Canada
157,Bruises,Lewis Capaldi,232490,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,12/27/2019,1/3/2020,Canada
158,Takeaway,The Chainsmokers,232241,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw,12/27/2019,1/3/2020,Canada
159,Sweet but Psycho,Ava Max,231831,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,12/27/2019,1/3/2020,Canada
160,Body (feat. brando),Loud Luxury,231100,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,12/27/2019,1/3/2020,Canada
161,Go In,Lil Tjay,230744,https://open.spotify.com/track/4YrS33mjBWWchoLJTkAKwt,12/27/2019,1/3/2020,Canada
162,ORANGE SODA,Baby Keem,229704,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,12/27/2019,1/3/2020,Canada
163,Famous Hoes,NLE Choppa,229608,https://open.spotify.com/track/35Xf2ABjPzUXKz19akd7Jj,12/27/2019,1/3/2020,Canada
164,Nonstop,Drake,229318,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,12/27/2019,1/3/2020,Canada
165,Armed And Dangerous,Juice WRLD,228894,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,12/27/2019,1/3/2020,Canada
166,Closer,The Chainsmokers,226418,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,12/27/2019,1/3/2020,Canada
167,Lover,Taylor Swift,224350,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,12/27/2019,1/3/2020,Canada
168,Follow God,Kanye West,224085,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h,12/27/2019,1/3/2020,Canada
169,Taste (feat. Offset),Tyga,223311,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt,12/27/2019,1/3/2020,Canada
170,I Like It,Cardi B,223101,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,12/27/2019,1/3/2020,Canada
171,Millions,Young Thug,223094,https://open.spotify.com/track/43YQDj1KOPMFAUcTEPKy4p,12/27/2019,1/3/2020,Canada
172,Jocelyn Flores,XXXTENTACION,221247,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,12/27/2019,1/3/2020,Canada
173,Ophelia,The Lumineers,221047,https://open.spotify.com/track/6ZYS6QQxTLsQ6IFXdVx1r4,12/27/2019,1/3/2020,Canada
174,Baby (Lil Baby feat. DaBaby),Quality Control,220938,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,12/27/2019,1/3/2020,Canada
175,Call You Mine,The Chainsmokers,220244,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp,12/27/2019,1/3/2020,Canada
176,Hot (feat. Gunna),Young Thug,219726,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,12/27/2019,1/3/2020,Canada
177,Old Town Road,Lil Nas X,219464,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,12/27/2019,1/3/2020,Canada
178,Candy,Doja Cat,219223,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,12/27/2019,1/3/2020,Canada
179,Sanguine Paradise,Lil Uzi Vert,218892,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,12/27/2019,1/3/2020,Canada
180,Moonlight,XXXTENTACION,217894,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,12/27/2019,1/3/2020,Canada
181,Saturday Nights,Khalid,217746,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,12/27/2019,1/3/2020,Canada
182,HUMBLE.,Kendrick Lamar,216034,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,12/27/2019,1/3/2020,Canada
