,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
23,Moulaga,Heuss L'enfoiré,158157,https://open.spotify.com/track/5BfCoUcWNXcpyJfjXRIeyC,12/27/2019,1/3/2020,Belgium
24,Reünie,Snelle,156596,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu,12/27/2019,1/3/2020,Belgium
25,Before You Go,Lewis Capaldi,155616,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,12/27/2019,1/3/2020,Belgium
26,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,148088,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,12/27/2019,1/3/2020,Belgium
27,Beautiful People (feat. Khalid),Ed Sheeran,148069,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,12/27/2019,1/3/2020,Belgium
28,Adore You,Harry Styles,139503,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,12/27/2019,1/3/2020,Belgium
29,God Bless (feat. Damso),Hamza,134375,https://open.spotify.com/track/2oT2g4vkjRaFOcUtdOf9eg,12/27/2019,1/3/2020,Belgium
30,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,134049,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,12/27/2019,1/3/2020,Belgium
31,Turn Me On (feat. Vula),Riton,131727,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9,12/27/2019,1/3/2020,Belgium
32,Instagram,Dimitri Vegas & Like Mike,131150,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,12/27/2019,1/3/2020,Belgium
33,Sun is Shining,Lost Frequencies,131042,https://open.spotify.com/track/5ucCPnp8gVYluxSXiy4J5d,12/27/2019,1/3/2020,Belgium
34,POPOPOP,Gambi,127565,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM,12/27/2019,1/3/2020,Belgium
35,Don't Call Me Up,Mabel,125938,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,12/27/2019,1/3/2020,Belgium
36,Baianá,Bakermat,123848,https://open.spotify.com/track/430efk5Jc5wGay4EWP4snS,12/27/2019,1/3/2020,Belgium
37,How Do You Sleep?,Sam Smith,122026,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,12/27/2019,1/3/2020,Belgium
38,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,121978,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,12/27/2019,1/3/2020,Belgium
39,I Don't Care (with Justin Bieber),Ed Sheeran,121519,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,12/27/2019,1/3/2020,Belgium
40,My Oh My (feat. DaBaby),Camila Cabello,120033,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,12/27/2019,1/3/2020,Belgium
41,Ransom,Lil Tecca,119975,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,12/27/2019,1/3/2020,Belgium
42,Lucid Dreams,Juice WRLD,119510,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,12/27/2019,1/3/2020,Belgium
43,HIGHEST IN THE ROOM,Travis Scott,113898,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,12/27/2019,1/3/2020,Belgium
44,Piece Of Your Heart,MEDUZA,112529,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,12/27/2019,1/3/2020,Belgium
45,All I Want for Christmas Is You,Mariah Carey,112341,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,12/27/2019,1/3/2020,Belgium
46,Old Town Road - Remix,Lil Nas X,108907,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,12/27/2019,1/3/2020,Belgium
47,Higher Love,Kygo,108030,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,12/27/2019,1/3/2020,Belgium
48,Liar,Camila Cabello,106348,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,12/27/2019,1/3/2020,Belgium
49,Lippenstift,Marco Borsato,105253,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm,12/27/2019,1/3/2020,Belgium
50,40%,Aya Nakamura,100163,https://open.spotify.com/track/47LFcy7prvEY5D08d26zOo,12/27/2019,1/3/2020,Belgium
51,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,99378,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,12/27/2019,1/3/2020,Belgium
52,Shallow,Lady Gaga,97870,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,12/27/2019,1/3/2020,Belgium
53,All Around The World (La La La),R3HAB,94686,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,12/27/2019,1/3/2020,Belgium
54,Balance ton quoi,Angèle,94677,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa,12/27/2019,1/3/2020,Belgium
55,No Idea,Don Toliver,89788,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,12/27/2019,1/3/2020,Belgium
56,"10,000 Hours (with Justin Bieber)",Dan + Shay,89041,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,12/27/2019,1/3/2020,Belgium
57,Only Human,Jonas Brothers,88901,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,12/27/2019,1/3/2020,Belgium
58,when the party's over,Billie Eilish,88394,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,12/27/2019,1/3/2020,Belgium
59,Ritual,Tiësto,86596,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,12/27/2019,1/3/2020,Belgium
60,Roses - Imanbek Remix,SAINt JHN,84459,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,12/27/2019,1/3/2020,Belgium
61,The Box,Roddy Ricch,84076,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,12/27/2019,1/3/2020,Belgium
62,Tout oublier,Angèle,80916,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71,12/27/2019,1/3/2020,Belgium
63,Takeaway,The Chainsmokers,80113,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw,12/27/2019,1/3/2020,Belgium
64,Goodbyes (Feat. Young Thug),Post Malone,79602,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,12/27/2019,1/3/2020,Belgium
65,BOP,DaBaby,79022,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,12/27/2019,1/3/2020,Belgium
66,Watermelon Sugar,Harry Styles,77390,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,12/27/2019,1/3/2020,Belgium
67,Flou,Angèle,77196,https://open.spotify.com/track/3b89BehicGUgc60pLBo092,12/27/2019,1/3/2020,Belgium
68,Let Me Down Slowly,Alec Benjamin,77175,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,12/27/2019,1/3/2020,Belgium
69,Nice To Meet Ya,Niall Horan,76687,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H,12/27/2019,1/3/2020,Belgium
70,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,75760,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,12/27/2019,1/3/2020,Belgium
71,HÉ OH,Gambi,75315,https://open.spotify.com/track/1bWafkUCOp6luXRs1cm3w9,12/27/2019,1/3/2020,Belgium
72,GANG GANG,JACKBOYS,74659,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,12/27/2019,1/3/2020,Belgium
73,Heartless,The Weeknd,73706,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,12/27/2019,1/3/2020,Belgium
74,7 rings,Ariana Grande,72737,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,12/27/2019,1/3/2020,Belgium
75,Bandit (with YoungBoy Never Broke Again),Juice WRLD,72736,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,12/27/2019,1/3/2020,Belgium
76,Africa,TOTO,72727,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,12/27/2019,1/3/2020,Belgium
77,Sweet but Psycho,Ava Max,72489,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,12/27/2019,1/3/2020,Belgium
78,Que Calor (with J Balvin & El Alfa),Major Lazer,72022,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,12/27/2019,1/3/2020,Belgium
79,Bohemian Rhapsody - Remastered 2011,Queen,71020,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,12/27/2019,1/3/2020,Belgium
80,Last Christmas,Wham!,70471,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,12/27/2019,1/3/2020,Belgium
81,WHAT TO DO? (feat. Don Toliver),JACKBOYS,70268,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,12/27/2019,1/3/2020,Belgium
82,Used To Love (with Dean Lewis),Martin Garrix,70169,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP,12/27/2019,1/3/2020,Belgium
83,lovely (with Khalid),Billie Eilish,69684,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,12/27/2019,1/3/2020,Belgium
84,Djadja,Aya Nakamura,69290,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh,12/27/2019,1/3/2020,Belgium
85,Shape of You,Ed Sheeran,69253,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,12/27/2019,1/3/2020,Belgium
86,If the World Was Ending - feat. Julia Michaels,JP Saxe,68773,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,12/27/2019,1/3/2020,Belgium
87,SOS (feat. Aloe Blacc),Avicii,68121,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,12/27/2019,1/3/2020,Belgium
88,bury a friend,Billie Eilish,65147,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,12/27/2019,1/3/2020,Belgium
89,OUT WEST (feat. Young Thug),JACKBOYS,65085,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,12/27/2019,1/3/2020,Belgium
90,Don't Stop Me Now - Remastered 2011,Queen,64950,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,12/27/2019,1/3/2020,Belgium
91,Als Het Avond Is,Suzan & Freek,64808,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY,12/27/2019,1/3/2020,Belgium
92,Distant,Maes,64059,https://open.spotify.com/track/2iuNKcIOuHb9VIplN7NDoa,12/27/2019,1/3/2020,Belgium
93,Giant (with Rag'n'Bone Man),Calvin Harris,63510,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,12/27/2019,1/3/2020,Belgium
94,Blauwe Dag,Suzan & Freek,63502,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2,12/27/2019,1/3/2020,Belgium
95,Suicidal,YNW Melly,63010,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,12/27/2019,1/3/2020,Belgium
96,Happier,Marshmello,62749,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,12/27/2019,1/3/2020,Belgium
97,Sucker,Jonas Brothers,62715,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,12/27/2019,1/3/2020,Belgium
98,Be Alright,Dean Lewis,62037,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,12/27/2019,1/3/2020,Belgium
99,One Kiss (with Dua Lipa),Calvin Harris,61936,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,12/27/2019,1/3/2020,Belgium
100,Reste,GIMS,61928,https://open.spotify.com/track/3ebaeB2BdCEgZmwKv7p2r5,12/27/2019,1/3/2020,Belgium
101,Had Enough (feat. Quavo & Offset),Don Toliver,61394,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,12/27/2019,1/3/2020,Belgium
102,In My Mind,Dynoro,61304,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,12/27/2019,1/3/2020,Belgium
103,Robbery,Juice WRLD,61263,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,12/27/2019,1/3/2020,Belgium
104,MD,Niska,61181,https://open.spotify.com/track/0fjeOEBCmt1nAdoux2TDKF,12/27/2019,1/3/2020,Belgium
105,Bruises,Lewis Capaldi,60841,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,12/27/2019,1/3/2020,Belgium
106,High Hopes,Panic! At The Disco,60644,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,12/27/2019,1/3/2020,Belgium
107,Never Seen the Rain,Tones And I,60042,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,12/27/2019,1/3/2020,Belgium
108,Leef,André Hazes Jr.,59722,https://open.spotify.com/track/1MZkpg4JmhAWCvysue8VDd,12/27/2019,1/3/2020,Belgium
109,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,59639,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,12/27/2019,1/3/2020,Belgium
110,Côte Ouest,47ter,59603,https://open.spotify.com/track/4ZuuPLV4qYiznagLAFPHcW,12/27/2019,1/3/2020,Belgium
111,Con Calma,Daddy Yankee,58233,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,12/27/2019,1/3/2020,Belgium
112,Aristocrate,Heuss L'enfoiré,57421,https://open.spotify.com/track/7gNlaZaMIjRUfnAYd9Dvmt,12/27/2019,1/3/2020,Belgium
113,Orphans,Coldplay,57385,https://open.spotify.com/track/03T4ttRCiLXST6MZjeMwmR,12/27/2019,1/3/2020,Belgium
114,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,56441,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,12/27/2019,1/3/2020,Belgium
115,Nu Heb Ik Paper,Glades,55770,https://open.spotify.com/track/3iPwmwKYxRKchDa1oegQRg,12/27/2019,1/3/2020,Belgium
116,Futsal Shuffle 2020,Lil Uzi Vert,55408,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,12/27/2019,1/3/2020,Belgium
117,Rescue Me,OneRepublic,55028,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,12/27/2019,1/3/2020,Belgium
118,Yellow Hearts,Ant Saunders,54628,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,12/27/2019,1/3/2020,Belgium
119,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,54357,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY,12/27/2019,1/3/2020,Belgium
120,Be Honest,Jorja Smith,54308,https://open.spotify.com/track/3IWs9dAwTqN0EFhOIcBDfs,12/27/2019,1/3/2020,Belgium
121,Always Remember Us This Way,Lady Gaga,53886,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,12/27/2019,1/3/2020,Belgium
122,Loin de moi,Naza,52927,https://open.spotify.com/track/30kxl4FnaEFS2qZkec3Zak,12/27/2019,1/3/2020,Belgium
123,Old Town Road,Lil Nas X,52669,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,12/27/2019,1/3/2020,Belgium
124,Ayy Macarena,Tyga,52617,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,12/27/2019,1/3/2020,Belgium
125,Sultans Of Swing,Dire Straits,51783,https://open.spotify.com/track/37Tmv4NnfQeb0ZgUC4fOJj,12/27/2019,1/3/2020,Belgium
126,Dans l'univers,Nekfeu,51653,https://open.spotify.com/track/2PYXOG6GdxF9sUIH2NfOAD,12/27/2019,1/3/2020,Belgium
127,Wake Me Up,Avicii,51466,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD,12/27/2019,1/3/2020,Belgium
128,GATTI,JACKBOYS,51450,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g,12/27/2019,1/3/2020,Belgium
129,Avant toi,Vitaa,51438,https://open.spotify.com/track/4iNPp0BZ4lBu7bipdWLcWk,12/27/2019,1/3/2020,Belgium
130,Falling,Harry Styles,51193,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,12/27/2019,1/3/2020,Belgium
131,Elle est bonne sa mère,Vegedream,51035,https://open.spotify.com/track/7j56bK7gq6iV7zsD6lbP4J,12/27/2019,1/3/2020,Belgium
132,La vie qu'on mène,Ninho,50930,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No,12/27/2019,1/3/2020,Belgium
133,SAD!,XXXTENTACION,50365,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,12/27/2019,1/3/2020,Belgium
134,Maman ne le sait pas (feat. Niska),Ninho,50102,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI,12/27/2019,1/3/2020,Belgium
135,Power Over Me,Dermot Kennedy,49976,https://open.spotify.com/track/4tViDtaHuSLnh7HVJTrKhs,12/27/2019,1/3/2020,Belgium
136,Unstoppable,Sia,49669,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa,12/27/2019,1/3/2020,Belgium
137,Shotgun,George Ezra,49594,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,12/27/2019,1/3/2020,Belgium
138,It's You,Ali Gatie,49574,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,12/27/2019,1/3/2020,Belgium
139,You Say,Lauren Daigle,49549,https://open.spotify.com/track/6Up545NUflOiXo8cEraH49,12/27/2019,1/3/2020,Belgium
140,Jamais,Mister V,49203,https://open.spotify.com/track/2MCAs3ttHSuDm1RHL0rqTF,12/27/2019,1/3/2020,Belgium
141,Panini,Lil Nas X,49119,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,12/27/2019,1/3/2020,Belgium
142,Family,The Chainsmokers,49050,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL,12/27/2019,1/3/2020,Belgium
143,Youngblood,5 Seconds of Summer,49023,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,12/27/2019,1/3/2020,Belgium
144,Moonlight,XXXTENTACION,48909,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,12/27/2019,1/3/2020,Belgium
145,So Am I,Ava Max,48781,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,12/27/2019,1/3/2020,Belgium
146,Soleil,Roméo Elvis,48689,https://open.spotify.com/track/5SNfvgi4TUwx4Si0lFn3G2,12/27/2019,1/3/2020,Belgium
147,Post Malone (feat. RANI),Sam Feldt,48528,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,12/27/2019,1/3/2020,Belgium
148,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,48435,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,12/27/2019,1/3/2020,Belgium
149,God Is A Dancer (with Mabel),Tiësto,48423,https://open.spotify.com/track/6fenHIxXuuzKB55wY4WCHP,12/27/2019,1/3/2020,Belgium
150,Ça va ça vient,Vitaa,48374,https://open.spotify.com/track/3xbws1uOAaxeTPEviKWONY,12/27/2019,1/3/2020,Belgium
151,rockstar (feat. 21 Savage),Post Malone,48262,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,12/27/2019,1/3/2020,Belgium
152,Au DD,PNL,48166,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu,12/27/2019,1/3/2020,Belgium
153,Kofferbak,Boef,47841,https://open.spotify.com/track/5srlU62BkGl2VxfuuEgOYi,12/27/2019,1/3/2020,Belgium
154,Outnumbered,Dermot Kennedy,47735,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,12/27/2019,1/3/2020,Belgium
155,Tombé,M. Pokora,47647,https://open.spotify.com/track/399mh97iAmjU34de5MebHp,12/27/2019,1/3/2020,Belgium
156,NIEMAND,Zwangere Guy,47440,https://open.spotify.com/track/60NOXYJb0vMxWNBiZz5MXy,12/27/2019,1/3/2020,Belgium
157,Santa Tell Me,Ariana Grande,46989,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,12/27/2019,1/3/2020,Belgium
158,Tusa,KAROL G,46987,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,12/27/2019,1/3/2020,Belgium
159,Médicament,Niska,46968,https://open.spotify.com/track/0udmmo0fTwWbm6VqEHAvYF,12/27/2019,1/3/2020,Belgium
160,RR 9.1,Koba LaD,46955,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn,12/27/2019,1/3/2020,Belgium
161,Bâtiment,Niska,46894,https://open.spotify.com/track/7FF6HRsQlc0CtfAbLmrEGX,12/27/2019,1/3/2020,Belgium
162,Arcade,Duncan Laurence,46684,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD,12/27/2019,1/3/2020,Belgium
163,Sad (feat. Afrojack),Chico Rose,46683,https://open.spotify.com/track/4ESPuOrSsRcBISzcMlzmY5,12/27/2019,1/3/2020,Belgium
164,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,46671,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS,12/27/2019,1/3/2020,Belgium
165,Wow.,Post Malone,46656,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,12/27/2019,1/3/2020,Belgium
166,ocean eyes,Billie Eilish,46640,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,12/27/2019,1/3/2020,Belgium
167,Wonderwall - Remastered,Oasis,46637,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,12/27/2019,1/3/2020,Belgium
168,Ma belle,Moha La Squale,46336,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D,12/27/2019,1/3/2020,Belgium
169,Dancing Queen,ABBA,46202,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56,12/27/2019,1/3/2020,Belgium
170,Ma vie,Dadju,46102,https://open.spotify.com/track/2WFa5RbfyeoBDGNkg3OD7M,12/27/2019,1/3/2020,Belgium
171,bad guy (with Justin Bieber),Billie Eilish,45931,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,12/27/2019,1/3/2020,Belgium
172,Believer,Imagine Dragons,45715,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,12/27/2019,1/3/2020,Belgium
173,Un peu de haine,PLK,45391,https://open.spotify.com/track/5yYfCoMrhcuxMP9CAmA2rU,12/27/2019,1/3/2020,Belgium
174,3 Nights,Dominic Fike,45346,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,12/27/2019,1/3/2020,Belgium
175,Speechless (feat. Erika Sirola),Robin Schulz,44941,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,12/27/2019,1/3/2020,Belgium
176,God's Plan,Drake,44935,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,12/27/2019,1/3/2020,Belgium
177,Smells Like Teen Spirit,Nirvana,44872,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf,12/27/2019,1/3/2020,Belgium
178,Into the Unknown,Idina Menzel,44709,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W,12/27/2019,1/3/2020,Belgium
179,All of Me,John Legend,44528,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,12/27/2019,1/3/2020,Belgium
180,If I Can't Have You,Shawn Mendes,44507,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,12/27/2019,1/3/2020,Belgium
181,Hate Me (with Juice WRLD),Ellie Goulding,44433,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,12/27/2019,1/3/2020,Belgium
182,Dancing With A Stranger (with Normani),Sam Smith,44244,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,12/27/2019,1/3/2020,Belgium
183,Graveyard,Halsey,43967,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,12/27/2019,1/3/2020,Belgium
184,Look At Her Now,Selena Gomez,43679,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m,12/27/2019,1/3/2020,Belgium
185,Girls Like You (feat. Cardi B),Maroon 5,43627,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,12/27/2019,1/3/2020,Belgium
