Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
145,everything i wanted,Billie Eilish,380654,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,9/11/2020,9/18/2020,United Kingdom
146,Ride It,Regard,379859,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,9/11/2020,9/18/2020,United Kingdom
147,The Less I Know The Better,Tame Impala,379735,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,9/11/2020,9/18/2020,United Kingdom
148,Everywhere - 2017 Remaster,Fleetwood Mac,379625,https://open.spotify.com/track/254bXAqt3zP6P50BdQvEsq,9/11/2020,9/18/2020,United Kingdom
149,Summer Of '69,Bryan Adams,379346,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa,9/11/2020,9/18/2020,United Kingdom
150,Come Over (feat. Anne-Marie & Tion Wayne),Rudimental,378505,https://open.spotify.com/track/4eVU4U063iMLFJFXb9kzkb,9/11/2020,9/18/2020,United Kingdom
151,Righteous,Juice WRLD,377986,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,9/11/2020,9/18/2020,United Kingdom
152,21,Polo G,377272,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,9/11/2020,9/18/2020,United Kingdom
153,Say So,Doja Cat,374877,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,9/11/2020,9/18/2020,United Kingdom
154,Mr. Blue Sky,Electric Light Orchestra,373890,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,9/11/2020,9/18/2020,United Kingdom
155,Thiago Silva,Dave,370456,https://open.spotify.com/track/3DKCTIiJ97bS9TGiqcABjo,9/11/2020,9/18/2020,United Kingdom
156,Don't Stop Believin',Journey,369935,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,9/11/2020,9/18/2020,United Kingdom
157,Lose Control,MEDUZA,365425,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,9/11/2020,9/18/2020,United Kingdom
158,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,365309,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,9/11/2020,9/18/2020,United Kingdom
159,Naive,The Kooks,364400,https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU,9/11/2020,9/18/2020,United Kingdom
160,After Party,Don Toliver,362039,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,9/11/2020,9/18/2020,United Kingdom
161,Fluorescent Adolescent,Arctic Monkeys,359532,https://open.spotify.com/track/7e8utCy2JlSB8dRHKi49xM,9/11/2020,9/18/2020,United Kingdom
162,Professor X,Dave,359060,https://open.spotify.com/track/5wfyoR8XOkw45QRtFOoxyi,9/11/2020,9/18/2020,United Kingdom
163,Post Malone (feat. RANI),Sam Feldt,357733,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,9/11/2020,9/18/2020,United Kingdom
164,Strike a Pose (feat. Aitch),Young T & Bugsey,356945,https://open.spotify.com/track/40Y1RNGMnsb3FUDnpONsEw,9/11/2020,9/18/2020,United Kingdom
165,Be Alright,Dean Lewis,355238,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,9/11/2020,9/18/2020,United Kingdom
166,On Deck,Abra Cadabra,354863,https://open.spotify.com/track/34YkG2pMNOldalZtevHztN,9/11/2020,9/18/2020,United Kingdom
167,ily (i love you baby) (feat. Emilee),Surf Mesa,353995,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,9/11/2020,9/18/2020,United Kingdom
168,We Won,D-Block Europe,352080,https://open.spotify.com/track/1GpLHbaD73S3FZavoEmz0A,9/11/2020,9/18/2020,United Kingdom
169,Physical,Dua Lipa,350365,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,9/11/2020,9/18/2020,United Kingdom
170,lovely (with Khalid),Billie Eilish,349442,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,9/11/2020,9/18/2020,United Kingdom
171,She Moves In Her Own Way,The Kooks,346566,https://open.spotify.com/track/5xoUgPXbMNUmoHU0Enwtwq,9/11/2020,9/18/2020,United Kingdom
172,SAD!,XXXTENTACION,345436,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,9/11/2020,9/18/2020,United Kingdom
173,Africa,TOTO,344877,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,9/11/2020,9/18/2020,United Kingdom
