,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
164,"10,000 Hours (with Justin Bieber)",Dan + Shay,142029,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,12/27/2019,1/3/2020,Sweden
165,"Du Med Dig, Akustisk",Miriam Bryant,141822,https://open.spotify.com/track/1AfSccccjs0qPxCeuKAbEr,12/27/2019,1/3/2020,Sweden
166,Heaven,Avicii,140848,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,12/27/2019,1/3/2020,Sweden
167,rockstar (feat. 21 Savage),Post Malone,140788,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,12/27/2019,1/3/2020,Sweden
168,Smartare,estraden,140388,https://open.spotify.com/track/3xY2iyO2p65Z7j8Sck1CiY,12/27/2019,1/3/2020,Sweden
169,In My Mind,Dynoro,140272,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,12/27/2019,1/3/2020,Sweden
170,Goodbyes (Feat. Young Thug),Post Malone,139997,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,12/27/2019,1/3/2020,Sweden
171,Mamacita,Adouli,139858,https://open.spotify.com/track/5weE7ntifgUYQmkWPlF3Kq,12/27/2019,1/3/2020,Sweden
172,GANG GANG,JACKBOYS,139846,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,12/27/2019,1/3/2020,Sweden
173,Levels - Radio Edit,Avicii,139632,https://open.spotify.com/track/5B03nSG8pLE48jh7kmasuL,12/27/2019,1/3/2020,Sweden
174,Don't Stop Me Now - Remastered 2011,Queen,138810,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,12/27/2019,1/3/2020,Sweden
175,Piece Of Your Heart,MEDUZA,137562,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,12/27/2019,1/3/2020,Sweden
176,Kom Hit,K27,137447,https://open.spotify.com/track/5XBeeimSPBF6Hh3NuQnIEp,12/27/2019,1/3/2020,Sweden
177,Rusch Timmar,Jireel,137316,https://open.spotify.com/track/3DI4oWdk6687SwwDPO2IIn,12/27/2019,1/3/2020,Sweden
178,BOP,DaBaby,137271,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,12/27/2019,1/3/2020,Sweden
