,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
167,Infeliz,Arcangel,218918,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m,12/27/2019,1/3/2020,Argentina
168,Hotel California,Ke Personajes,217950,https://open.spotify.com/track/0MbkiHMyocbiG3GsWgY8n0,12/27/2019,1/3/2020,Argentina
169,Party (feat. A Boogie Wit da Hoodie),Paulo Londra,217846,https://open.spotify.com/track/5PDoWY5Av2Ba3rWIdY9Ij0,12/27/2019,1/3/2020,Argentina
170,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,217711,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,12/27/2019,1/3/2020,Argentina
171,Zafar,La Vela Puerca,216803,https://open.spotify.com/track/1wIUWGdTdhVk5gIPd0ULxX,12/27/2019,1/3/2020,Argentina
172,Si Supieras,Daddy Yankee,215764,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,12/27/2019,1/3/2020,Argentina
173,Bohemian Rhapsody - Remastered 2011,Queen,214588,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,12/27/2019,1/3/2020,Argentina
174,Ahora,Oscu,214122,https://open.spotify.com/track/5uHzp7pDABZ7fmAWgrJdbF,12/27/2019,1/3/2020,Argentina
175,Como Así (feat. CNCO),Lali,212990,https://open.spotify.com/track/5hoIOyMDt2cQx6DU0UyiBj,12/27/2019,1/3/2020,Argentina
176,Baila Conmigo,DJ Alex,211847,https://open.spotify.com/track/1NiZoFzDajVWop73ZTAVHn,12/27/2019,1/3/2020,Argentina
177,My Oh My (feat. DaBaby),Camila Cabello,211765,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,12/27/2019,1/3/2020,Argentina
178,Me Voy,Rombai,210623,https://open.spotify.com/track/22sESxzbY1O1E19xjOTaYf,12/27/2019,1/3/2020,Argentina
179,Tan Solo,Los Piojos,210312,https://open.spotify.com/track/6vNaGz1KH44XJ9zRyCE81I,12/27/2019,1/3/2020,Argentina
180,Mil Horas,Los Abuelos De La Nada,210182,https://open.spotify.com/track/6sBgH04G1edCBg7eC8rIdl,12/27/2019,1/3/2020,Argentina
